,State,County,Number of Farms,Land in Farms,Average Size of Farms,Farm Size 1-9 acres,Farm Size 10-49 acres,Farm Size 50-179 acres,Farm Size 180-499,Farm Size 500-999,Farm Size 1000+,Pastureland,Broilers and other meat-type chickens,Cattle and calves,Hogs and pigs,Sheep and lambs,Pastureland Acres,Chicken CH4 per Acre (Kg/Year),Cow CH4 per Acre (Kg/Year),Sheep CH4 per Acre (Kg/Year),Pig CH4 per Acre (Kg/Year),Chicken CO2 per Acre (Kg/Year),Cow CO2 per Acre (Kg/Year),Sheep CO2 per Acre (Kg/Year),Pig CO2 per Acre (Kg/Year),Chicken N2O per Acre (Kg/Year),Cow N2O per Acre (Kg/Year),Sheep N2O per Acre (Kg/Year),Pig N2O per Acre (Kg/Year)
200,Montana,Ravalli County,1576,241233,153,431,744,201,121,31,48,53,566,27032,227,2216,127853.49,0.0004426942119452508,14.694350541389209,0.008666169378716216,0.021305636631428676,0.04281738417934465,4313.16188553007,10.39940325445946,1.1309742111850056,6.463335494400662e-05,37.04244913455236,1.012208583434054,0.5378785514576098
201,Montana,Stillwater County,562,762568,1357,25,103,102,100,70,162,72,21,46755,291,13497,549048.96,3.824795515503754e-06,5.918365640834653,0.012291253588750993,0.006360088542923386,0.00036993422225952316,1737.1893391802437,14.749504306501192,0.3376147001535164,5.584201452635482e-07,14.91939079531268,1.435618419166116,0.16056573533988663
204,Minnesota,Mower County,1068,447193,419,129,244,211,232,118,134,1,352,29733,307898,1633,4471.93,0.007871321778292594,462.092094464806,0.18258335886295177,826.2150793952499,0.7613142423964596,135635.6651378711,219.10003063554214,43858.25046456452,0.0011492129796307187,1164.8710064781872,21.32573631519277,20858.488191899243
205,Missouri,Greene County,1857,223205,120,244,717,566,244,63,23,48,262,68606,382,1873,107138.4,0.00024454350634319725,44.50427671124452,0.008741030293526878,0.042785779888443363,0.023652247933514038,13063.125826034364,10.489236352232254,2.271211815744868,3.57033519261068e-05,112.18919827064806,1.0209523382839394,1.0801626681003262
207,Missouri,Knox County,637,235398,370,13,107,232,167,59,59,17,62,34436,79638,1279,40017.66,0.0001549315976996156,59.80614558672345,0.015980444633694222,23.880856601810297,0.014984984129506822,17554.609639844006,19.176533560433068,1267.67547127943,2.262001326414388e-05,150.76311808336615,1.8665159332154853,602.8921256265357
209,Mississippi,Clarke County,300,103073,344,7,75,118,67,23,10,11,1168008,7135,70,124,11338.03,10.301683802212553,43.736213433903416,0.005468322098283388,0.07408694455738783,996.3788573499982,12837.679914411938,6.561986517940065,3.932781973588004,1.5040458351230326,110.25301573553783,0.6387000210794997,1.87038665447172
211,Michigan,Cass County,747,198515,266,80,302,181,97,48,39,2,19502,5229,142046,1522,3970.3,0.4911971387552578,91.5335113215626,0.19167317331184042,429.3257436465758,47.50858726040853,26867.39037352341,230.00780797420848,22790.0415585724,0.07171478225826765,230.74347026673047,22.38742664282296,10838.686169810844
212,Michigan,Chippewa County,427,89066,209,22,92,176,96,26,15,14,617,5576,185,2601,12469.24,0.004948176472663932,31.079039299909216,0.1042966532042049,0.17803811619633594,0.4785876284360555,9122.480600261122,125.1559838450459,9.450856668088832,0.000722433765008934,78.34600986106611,12.181849094251135,4.49472060847333
215,Minnesota,Lac qui Parle County,853,419884,492,49,123,185,209,161,126,4,1382,15540,148837,1508,16795.36,0.008228463099332197,64.30526050051918,0.044893351497080146,106.34151337035942,0.79585695096741,18875.21315410923,53.87202179649617,5644.962001409913,0.0012013556125025008,162.10477179411455,5.243543454858961,2684.6801229625326
216,Minnesota,Kandiyohi County,1220,455854,374,113,281,379,229,105,113,2,408,46849,85372,4101,9117.08,0.004475117033085155,357.132491982082,0.2249075361848311,112.36755627898407,0.43283331943999614,104827.37894150321,269.88904342179734,5964.844445809404,0.0006533670868304326,900.2821956152628,26.26920022638827,2836.812597893185
224,Minnesota,Mille Lacs County,707,125905,178,51,232,240,117,48,19,10,97176,17357,589,768,12590.5,0.7718200230332394,95.81124657479846,0.030499185894126524,0.5613756403637663,74.6504326277749,28123.01338310631,36.59902307295183,29.799690242643262,0.11268572336285296,241.52705611373656,3.562304912433978,14.172395854016916
227,Missouri,Marion County,587,232558,396,35,123,216,116,41,56,8,218,13717,41218,409,18604.64,0.001171750703050422,51.241598869959326,0.010991881595128957,26.585625951375572,0.1133317279990368,15040.699524419715,13.19025791415475,1411.2536442521866,0.00017107560264536162,129.1730665038399,1.2838517703110621,671.176281830769
231,Michigan,Alger County,126,20961,166,14,47,37,20,2,6,9,1560,2215,251,625,1886.49,0.08269325572889334,81.60260589772541,0.16565155394409725,1.5966159375347868,7.998091694098564,23952.41957285753,198.7818647329167,84.7536960174716,0.012073215336418428,205.70901515512938,19.34810150067056,40.30789985634697
233,Michigan,Bay County,726,209848,289,71,196,227,110,58,64,1,830,7313,281,386,2098.48,0.0395524379550913,242.20078342419274,0.09197133163051352,1.6068773588502154,3.825511799016431,71092.02851587816,110.36559795661621,85.29840646563227,0.0057746559414433305,610.555068430483,10.742251534443977,40.566957988639395
235,Minnesota,St. Louis County,779,138753,178,37,176,338,182,32,14,12,4884,10408,292,564,16650.36,0.029332699112811975,43.44386547798366,0.016936570740812812,0.210445900268823,2.8370586581911743,12751.868428070024,20.32388488897537,11.171169872603354,0.004282574070470548,109.5160464998955,1.9781914625269361,5.3128821238699935
236,Minnesota,Hubbard County,384,94581,246,10,74,172,94,26,8,15,973,6841,1052,511,14187.15,0.006858318971745559,33.51268577550812,0.018009254853864235,0.8898193083177383,0.6633366109472304,9836.81711971749,21.611105824637082,47.234574949866605,0.0010013145698748516,84.48089996933845,2.103480966931343,22.464229954571564
238,Missouri,Hickory County,529,164242,310,10,82,198,154,63,22,42,70,43548,53,184,68981.64,0.00010147627687599193,43.875239846428705,0.0013336882103701796,0.00921984458473298,0.009814785499445939,12878.487667153173,1.6004258524442156,0.4894200833729091,1.4815536423894825e-05,110.60348231790373,0.15577478297123698,0.2327626597454047
239,Missouri,Howell County,1451,333165,230,54,435,473,348,106,35,54,681,78030,124,1191,179909.1,0.0003785244881998743,30.143472453589062,0.0033100048858006625,0.008270843442605182,0.03661088849869184,8847.868173427581,3.972005862960795,0.43904393941162506,5.526457527718164e-05,75.98757372473099,0.3866085706615174,0.20880433507810334
241,Montana,Park County,575,711966,1238,57,172,81,71,64,130,76,304,37099,20,3875,541094.16,5.6182458151091485e-05,4.765123504567116,0.0035807076535440707,0.0004435457222454591,0.005433967352373569,1398.6837337146642,4.296849184252885,0.023544885422529787,8.202638890059357e-06,12.012225007196529,0.4182266539339474,0.011197681379521818
242,Michigan,Wayne County,248,10037,40,120,78,40,5,5,0,7,660,254,103,644,702.59,0.09393814315603695,25.125606683841216,0.45830427418551356,1.759205226376692,9.085697206051893,7374.9982208685005,549.9651290226163,93.38447743349606,0.013714968900781395,63.33822001451772,53.529939224867995,44.4126019442349
243,Michigan,St. Joseph County,896,244952,273,97,311,254,122,38,74,2,972127,12106,61848,1002,4899.04,19.84321418073745,171.74119827558053,0.10226493353799929,151.49417028642347,1919.2356755609264,50410.3661125445,122.71792024559915,8041.8155393709785,2.8971092703876677,432.9360854371469,11.944544237238315,3824.596574022665
246,Michigan,Washtenaw County,1245,178995,144,130,613,274,135,60,33,4,4783,11650,1785,9468,7159.8,0.06680354199837985,113.08625939272046,0.6611916533981396,2.9917036788737117,6.461238582083298,33193.66462750356,793.4299840777675,158.80960362021284,0.009753317131763457,285.0750020950306,77.22718511690272,75.52805245956591
247,Montana,Musselshell County,346,1103333,3189,11,39,106,47,24,119,79,151,38861,37,4619,871633.07,1.732380346697952e-05,3.09859686714273,0.002649624113045642,0.0005093886582343646,0.001675558271326259,909.5162027296648,3.1795489356547706,0.027040047941274188,2.52927530617901e-06,7.811139152854767,0.30947609640373097,0.012859941167675063
249,Missouri,Iron County,270,65268,242,5,62,107,55,30,11,30,24,8736,66,85,19580.4,0.00012257155114297973,31.008151008151007,0.002170537884823599,0.0404486118771833,0.011855120426548998,9101.673101673101,2.604645461788319,2.147147147147147,1.789544646687504e-05,78.16731016731016,0.25351882494739636,1.0211589140160566
250,Minnesota,Houston County,891,217048,244,51,140,287,300,93,20,10,313,43648,12703,595,21704.8,0.0014420773285171945,139.7633703144005,0.013706645534628286,7.023146953669235,0.13947771921418306,41024.06840883123,16.44797464155394,372.8120507906085,0.00021054328996351042,352.32435221702116,1.6009361984445838,177.30519746784123
251,Minnesota,Douglas County,960,263265,274,31,236,307,260,71,55,4,225,19943,1089,778,10530.6,0.002136630391430688,131.62008812413347,0.036939965434068335,1.2409549313429433,0.2066548914591761,38633.810039314,44.327958520882,65.87402427212125,0.0003119480371488805,331.7962509258731,4.314587962699182,31.328941370862058
254,Minnesota,Roseau County,842,558152,663,20,101,236,215,134,136,5,560,16046,33,375,27907.6,0.0020066218521119696,39.960333385887715,0.006718599951267755,0.014189683097077499,0.1940804655362697,11729.364044203014,8.062319941521306,0.7532356777365306,0.00029296679040834763,100.73453826197883,0.7847324743080738,0.35823037452163564
255,Minnesota,Olmsted County,1139,285944,251,127,365,286,209,81,71,6,42,44266,23691,923,17156.64,0.0002448031782446913,179.31757034011324,0.02689920637141072,16.57037741655709,0.023677363399826543,52634.2220854433,32.27904764569286,879.6108678622387,3.574126402372493e-05,452.03508379263076,3.1418273041807723,418.3329865288308
256,Michigan,Charlevoix County,271,29940,110,24,100,101,35,8,3,11,739,2172,160,1905,3293.4,0.022438817027995387,45.83530697759154,0.28921479322280924,0.5829841501184186,2.170282382947714,13453.816724357806,347.0577518673711,30.946741968786057,0.0032760672860873263,115.54454363271998,33.78028784842412,14.717920689864576
262,Mississippi,Amite County,484,92177,190,24,106,201,121,19,13,26,4757789,15154,154,226,23966.02,19.85222827987292,43.945678089228,0.004715009000242844,0.07710917373848473,1920.107519229309,12899.163065039585,5.658010800291413,4.093211972617898,2.8984253288614465,110.78104749975172,0.5507130512283642,1.946685348672829
264,Missouri,Maries County,879,248382,283,28,103,311,306,104,27,41,18,57257,7686,817,101836.62,1.767537060833323e-05,39.075938498351576,0.004011327163057847,0.9056859899709948,0.0017095618452379901,11469.771875775139,4.813592595669417,48.07683130096031,2.580604108816652e-06,98.50509963901003,0.46852301264515656,22.86479755514274
265,Missouri,Miller County,1023,257911,252,36,166,399,295,92,35,40,60,62436,85486,1804,103164.4,5.8159597690676245e-05,42.0620097630578,0.008743326186164996,9.9436627363703,0.005625196288642207,12346.258980811212,10.491991423397995,527.84276358899,8.491301262838732e-06,106.0325771293198,1.0212204985440714,251.0360521652818
266,Missouri,McDonald County,940,191479,204,43,210,366,250,53,18,46,7789077,47918,351,609,88080.34,8.843150469219353,37.80981090672448,0.0034570711239307206,0.04781997889653923,855.3095133828957,11098.131546722005,4.148485348716865,2.5384438797579576,1.2910999685060254,95.31336504831839,0.40378590727510816,1.2072552172255466
267,Missouri,Cole County,1169,185607,159,84,269,475,276,56,9,34,175,48617,2536,920,63106.38,0.00027730952084400974,53.542629128782224,0.007289278833613971,0.482233333618566,0.026821376856032624,15716.109844995071,8.747134600336764,25.598552792918877,4.0487190043225426e-05,134.9736492570165,0.8513877677661119,12.174382368312049
269,Missouri,Grundy County,662,225423,341,32,130,250,154,40,56,17,566,20992,64636,1617,38321.91,0.0014769618737688179,38.07075378027869,0.021097591430072248,20.23990975397625,0.14285175243092005,11174.724850614177,25.317109716086694,1074.4018761069058,0.0002156364335702474,95.97116636409822,2.4641986790324384,510.973388330592
270,Minnesota,Lyon County,893,395132,442,61,117,193,224,190,108,3,325,57633,251248,4354,11853.96,0.002741699820144492,337.90340949353634,0.18365170795244798,254.34335867507568,0.26517720660437527,99183.15904558478,220.38204954293758,13501.393289668602,0.00040028817374109584,851.8083070973751,21.450519488845924,6421.110042551181
271,Minnesota,Morrison County,1760,382376,217,86,354,647,515,115,43,11,4838537,87791,59080,1080,42061.36,11.503520095403477,145.06127476619872,0.012838386585692902,16.85537509961637,1112.6204636274242,42579.13676590581,15.406063902831482,894.7394948713023,1.6795139339289078,365.6796451660146,1.499523553208931,425.52799053573153
275,Minnesota,Meeker County,1028,301439,293,108,253,307,206,78,76,2,621,30487,5135,1158,6028.78,0.010300591496123595,351.4552695570248,0.09603933134066926,10.220973397602831,0.996273209505074,103160.97120810513,115.2471976088031,542.5633378560836,0.0015038863584340449,885.9706939049029,11.217393900590169,258.03699090031483
277,Missouri,Chariton County,985,387906,394,35,181,343,217,112,97,15,50,39695,47612,634,58185.9,8.593147137021168e-05,47.413591608963685,0.005448055284871421,9.819286115708445,0.008311291910926874,13917.083004645456,6.537666341845704,521.2404379755232,1.2545994820050906e-05,119.52318345166096,0.6363328572729819,247.89606072948945
278,Missouri,Crawford County,628,160093,255,36,101,259,151,58,23,40,59,26609,92,413,64037.2,9.213394714322302e-05,28.878925062307534,0.003224688150012805,0.017239979262053933,0.00891119536769253,8476.69167296509,3.869625780015366,0.9151555658273628,1.345155628291056e-05,72.79982260311195,0.37664357592149567,0.43523764311993657
280,Missouri,Moniteau County,1135,226703,200,65,261,449,253,71,36,35,959352,61281,22863,1251,79346.05,1.2090734195338018,53.67664174839201,0.007883190152502864,3.457714656243127,116.94158113730929,15755.445923269022,9.459828183003438,183.54701966890602,0.17652471925193505,135.311476752781,0.9207566098123346,87.29288792573796
281,Missouri,Macon County,1163,392705,338,39,217,485,243,85,94,22,150,43423,32239,1812,86395.1,0.00017362095767005302,34.93136184806777,0.010486705843271204,4.4778928434598715,0.01679261902584753,10253.23426907313,12.584047011925444,237.7014784403282,2.534865981982774e-05,88.05718842851041,1.2248472424940766,113.048136410514
282,Missouri,Lawrence County,1697,302325,178,92,617,580,248,106,54,45,2725165,112336,1213,1263,136046.25,2.0031165871900183,57.3874840357599,0.004641803798340637,0.10699302626864025,193.74143631301854,16844.671573086358,5.5701645580087655,5.67954647776032,0.29245502172974264,144.6660029218005,0.5421626836461866,2.701128109007047
283,Mississippi,Copiah County,478,122082,255,26,108,177,117,33,17,22,3764200,16447,65,100,26858.04,14.015170131550924,42.559565031551074,0.0018616399409636742,0.029041583079033317,1355.5472551236053,12492.303980484056,2.233967929156409,1.5416240351120185,2.0462148392064354,107.28684595003953,0.21743954510455712,0.7331789661494286
284,Mississippi,Carroll County,446,177454,398,16,65,142,122,56,45,16,99,17641,105,150,28392.64,0.00034868191193210637,43.181947856909396,0.0026415296358492904,0.04437769788226808,0.033724514522073326,12674.989011236716,3.1698355630191486,2.355716129250397,5.090755914208753e-05,108.8557879788565,0.30853066146719715,1.1203519644527595
286,Michigan,Crawford County,45,2941,65,6,22,14,3,0,0,24,114,89,51,201,705.84,0.016150969058143488,8.763317465714609,0.14238354301258074,0.8670520231213873,1.562121727303638,2572.2543352601156,170.8602516150969,46.02601156069363,0.00235804148248895,22.091125467528048,16.630397823869433,21.88945086705202
288,Michigan,Allegan County,1172,229743,196,162,450,317,132,52,59,3,262252,61421,206926,1797,6892.29,3.8050053030270057,619.3528565977346,0.1303630578515994,360.273871238732,368.020112908772,181795.65862724872,156.43566942191927,19124.53799825602,0.5555307742419429,1561.3038917399006,15.226405157066807,9095.41410764782
290,Minnesota,Rice County,1242,226255,182,127,396,411,198,73,37,3,1501,20496,167191,3084,6787.65,0.02211369177845057,209.8623234845639,0.2271772999491724,295.57976619301235,2.138836268811739,61599.876245828826,272.6127599390069,15690.359255412404,0.003228598999653783,529.0342312877065,26.534308634063336,7462.157514014424
292,Minnesota,Polk County,1258,1023140,813,22,157,319,295,146,319,2,1109,13730,18081,481,20462.8,0.0054195906718533145,46.63267001583361,0.011753034775299568,10.60324100318627,0.5241828097816527,13687.862853568427,14.103641730359483,562.8553765858045,0.000791260238090584,117.55458686005825,1.3727544617549896,267.6876551596067
293,Minnesota,Fillmore County,1401,375533,268,114,330,424,329,132,72,8,1553,59346,143545,3163,30042.64,0.005169319340776976,137.28976547999775,0.052641845057558194,57.33650571321296,0.4999765666399491,40298.00310492021,63.17021406906983,3043.6128449430544,0.0007547206237534386,346.08873254813824,6.148567502722797,1447.5078671514887
295,Minnesota,Le Sueur County,937,249463,266,89,283,278,170,54,63,1,290,13173,98131,1023,2494.63,0.011624970436497597,366.9977110834071,0.20504042683684554,472.0427478223223,1.1243671406180475,107723.06915253965,246.04851220421463,25057.60253023494,0.001697245683728649,925.151064486517,23.94872185454356,11917.112537731045
296,Missouri,Jasper County,1315,264509,201,132,421,446,201,71,44,32,410,56199,4779,1068,84642.88,0.0004843880548487953,46.14482045034384,0.006308859055835529,0.6775289309626515,0.04685001266497548,13544.666722115315,7.5706308670026345,35.965494085267416,7.072065600792412e-05,116.32478478993154,0.7368747377215897,17.104782469594603
298,Michigan,Van Buren County,953,151784,159,109,388,327,82,25,22,2,1150,11325,10509,964,3035.68,0.037882780793759556,259.2788106783324,0.158778263848627,41.541928002951565,3.664022558372424,76104.85953723713,190.5339166183524,2205.1840114900124,0.005530885995888896,653.606440731566,18.545301217519636,1048.760590707848
301,Michigan,Wexford County,304,40208,132,15,116,122,38,8,5,8,189,3706,134,103,3216.64,0.005875696378830084,80.07330630720254,0.01601049542379626,0.4999005173099881,0.5682973537604458,23503.531635495423,19.21259450855551,26.53638579387187,0.0008578516713091923,201.85385992837246,1.870025865499403,12.620405143255075
303,Montana,Missoula County,576,260117,452,171,210,108,47,19,21,16,240,5772,141,739,41618.72,0.0005766635783128361,9.638787545604478,0.008878216341108039,0.04065478227105495,0.05577490129441751,2829.2268479184368,10.653859609329647,2.1580913588885,8.419288243367409e-05,24.29806587035834,1.036975668641419,1.0263638574180078
304,Montana,Powell County,254,572388,2253,23,39,45,39,35,73,62,72,35243,32,495,354880.56,2.0288516226417136e-05,6.902008100979101,0.000697417745283089,0.0010820541987422473,0.0019623052894190652,2025.9131692082542,0.8369012943397068,0.05743904371656763,2.9621233690569023e-06,17.399018982612063,0.0814583926490648,0.027317359959080315
306,Missouri,Harrison County,974,392068,403,20,185,338,241,114,76,20,125,43136,3414,1654,78413.6,0.00015941112256037218,38.23255149616903,0.010546639868594223,0.5224603895242662,0.015418243774039195,11222.216554271197,12.655967842313068,27.733939010579796,2.3274023893814337e-05,96.37903628962322,1.2318475366518051,13.189947917198035
307,Minnesota,Freeborn County,1076,394024,366,128,253,227,204,137,127,1,470,18170,291430,889,3940.24,0.011928207418837431,320.4918989706211,0.112810387184537,887.5499969545003,1.1536962215499564,94072.44228777943,135.37246462144438,47114.11233833472,0.001741518283150265,807.9162690597527,13.176253223153921,22406.939298113823
308,Minnesota,Hennepin County,467,45885,98,123,198,77,47,14,8,6,320,5431,55,332,2753.1,0.011623261051178672,137.10163088881626,0.06029566670298936,0.2397297591805601,1.1242018088700012,40242.78086520649,72.35480004358723,12.7256547165014,0.0016969961134720862,345.61447096000876,7.042533870909158,6.052177545312557
310,Minnesota,Redwood County,1134,523912,462,101,162,201,286,248,136,1,1788,46505,197170,2416,5239.12,0.034127868802394296,616.916104231245,0.230573073340561,451.61019407839484,3.300847470567576,181080.41045061004,276.6876880086732,23972.97446899479,0.0049826688451495675,1555.1611721052388,26.930934966177524,11401.275691337476
313,Michigan,Alpena County,415,65388,158,31,129,168,58,19,10,6,1604,8085,66,815,3923.28,0.04088415815338187,143.22390958585672,0.10386717236597948,0.2018719031014865,3.954315776595094,42039.823820884565,124.64060683917538,10.716033522970575,0.005969087090393752,361.04789869700863,12.131685732346403,5.096424420382944
315,Mississippi,Alcorn County,457,82579,181,43,137,183,70,10,14,16,114,7799,165,525,13212.64,0.0008628101575461074,41.02363342980661,0.01986733915402221,0.1498565010474818,0.0834509984378595,12041.469380835322,23.840806984826653,7.954882597270493,0.0001259702830017317,103.41497232952689,2.320505213189794,3.7832522493612175
316,Missouri,Monroe County,978,340074,348,45,186,364,239,73,71,14,550,29030,73533,2815,47610.36,0.0011552107566504433,42.37701626284699,0.0295628934542818,18.533697287733172,0.11173198438323088,12438.721320317678,35.475472145138156,983.830431023836,0.00016866077047096475,106.82666545684594,3.4529459554601143,467.8986327765638
320,Minnesota,Martin County,911,449064,493,99,116,193,207,147,149,1,488,21069,827589,1170,4490.64,0.010867047904084942,326.077240660574,0.13027096360429694,2211.5039281705945,1.0510608732830953,95711.8807118807,156.3251563251563,117394.00018705572,0.0015865889939964016,821.9961519961519,15.215648548981882,55831.25958660681
321,Minnesota,McLeod County,880,268636,305,95,243,222,166,85,69,1,456,26379,6901,987,2686.36,0.016974642266859245,682.4627004571241,0.18370583242752273,30.82684375884096,1.641787400050626,200319.98689676737,220.44699891302727,1636.3916228651408,0.00247829777096145,1720.395181584002,21.456841227534657,778.2493597284057
323,Montana,Sanders County,521,642640,1233,33,161,155,86,36,50,29,113,15539,270,192,186365.6,6.0633507471335916e-05,5.794848942079439,0.0005151165236502873,0.0173851826731972,0.005864472842627609,1700.9340779628858,0.6181398283803449,0.922863446902218,8.852492090815044e-06,14.608022081328313,0.06016560996235356,0.43890342423709094
325,Michigan,Ogemaw County,294,70099,238,29,72,95,65,19,14,4,102,16963,60,1181,2803.96,0.003637712378207963,420.451254654132,0.2105950156207649,0.25677969728526795,0.35183954122027417,123413.03014308335,252.7140187449179,13.630722264226309,0.0005311060072183627,1059.9001412288335,24.597497824505346,6.482617441047661
326,Michigan,Manistee County,274,41371,151,8,95,116,44,8,3,8,655,1344,59,537,3309.68,0.01979043291194315,28.222668052500545,0.08112566773827078,0.2139179618573397,1.9141306712431414,8284.063716129656,97.35080128592493,11.35547847526045,0.0028894032051437002,71.1454883855841,9.475477991830026,5.400537212056755
329,Michigan,Monroe County,1085,209838,193,177,449,212,131,71,45,1,1880,3329,409,500,2098.38,0.08959292406523127,110.25910464262907,0.1191395266824884,2.338947187830612,8.665427615589168,32363.823521001916,142.96743201898607,124.15911322067498,0.013080566913523765,277.94813141566345,13.915496716514644,59.04867087944032
330,Minnesota,Cass County,432,133541,309,24,66,153,132,38,19,31,630,20897,137,589,41397.71,0.0015218233085839772,35.08265312260026,0.007113920069491767,0.039712341576381885,0.14719075040624227,10297.64206764094,8.53670408339012,2.1080634653462718,0.00022218620305326073,88.43857305150453,0.8309058641166384,1.0025711567137408
331,Minnesota,Crow Wing County,494,89196,181,33,114,212,92,30,13,16,134787,7353,267,323,14271.36,0.9444579913897484,35.80832520516615,0.011316370689268577,0.2245055832100094,91.34797692721646,10510.645096192655,13.579644827122292,11.917504708731332,0.1378908667429033,90.26789317906633,1.3217520965065699,5.667830536122695
332,Minnesota,Benton County,816,194832,239,29,234,264,203,53,33,7,2676887,33372,25398,990,13638.24,19.627803880852664,170.06255939182768,0.03629500580720093,22.34716503009186,1898.4011913560696,49917.64333227748,43.55400696864112,1186.2620103473762,2.865659366604489,428.70446626544185,4.239256678281069,564.172803822194
333,Missouri,St. Francois County,688,124965,182,31,209,291,120,24,13,30,134,20086,82,588,37489.5,0.0003574334146894464,37.23647954760666,0.007842195814828153,0.026247349257792183,0.034570959868763254,10929.844356419797,9.410634977793782,1.3932967897678017,5.2185278544659176e-05,93.86807506101708,0.915968471171928,0.6626362048040119
336,Minnesota,Winona County,1034,268663,260,105,154,329,304,95,47,9,1052,70460,112381,3049,24179.67,0.00435076243803162,202.52426935520626,0.06304883399980232,55.77296960628495,0.4208057430064182,59445.97258771522,75.65860079976278,2960.6151366002928,0.0006352113159526166,510.53599987096595,7.364103811176911,1408.0350951853354
337,Michigan,Genesee County,820,123920,151,77,410,212,64,29,28,3,4349,4760,112,1250,3717.6,0.11698407574779429,88.98751882935227,0.16811921669894556,0.3615235635894125,11.314699806326665,26120.077469335054,201.74306003873468,19.190875833871317,0.017079675059177967,224.32537120723043,19.636324510436843,9.126963632451043
338,Michigan,Jackson County,923,160412,174,142,339,273,88,45,36,5,393,13249,5416,5824,8020.6,0.004899882801785403,114.80506445901803,0.3630651073485774,8.103134428845722,0.47391666458868414,33698.17719372615,435.67812881829286,430.1413859312271,0.0007153828890606688,289.40787472258927,42.406004538313844,204.57038126823429
341,Mississippi,Lafayette County,443,104600,236,17,76,193,116,23,18,20,201,8576,50,98,20920.0,0.0009608030592734226,28.491013384321224,0.0023422562141491394,0.028680688336520075,0.09292887189292542,8362.82982791587,2.8107074569789674,1.5224665391969405,0.00014027724665391969,71.82195028680688,0.2735755258126195,0.7240678776290631
342,Mississippi,Jefferson Davis County,355,55221,156,13,101,155,63,17,6,27,1311986,9825,43,78,14909.67,8.79956430960578,45.798297346621354,0.002615752058898688,0.03460841185619803,851.093860025071,13442.953465770872,3.1389024706784254,1.8371298626998451,1.284736389202444,115.45124741191455,0.30551984047936676,0.8737181976529326
343,Missouri,Osage County,1277,320084,251,42,160,502,456,74,43,33,501,70446,29347,1340,105627.72,0.0004743073125122837,46.35144070136135,0.006343031923816968,3.3340111857001173,0.04587500326618808,13605.314968457144,7.611638308580361,176.98042710758122,6.924886762679342e-05,116.84564619969078,0.7408661287018218,84.1698907256542
345,Missouri,Newton County,1588,261359,165,127,462,563,342,67,27,48,6284375,84040,321,1038,125452.32,5.009373282215905,46.55776792330345,0.004137029909052299,0.030704892504180074,484.50658385592226,13665.877203386912,4.9644358908627595,1.6299180437635588,0.7313684992035222,117.36576892320522,0.4832050933773086,0.7751705986784461
347,Missouri,Reynolds County,341,86662,254,30,45,128,96,36,6,28,180,8360,42,376,24265.36,0.0007417981847374199,23.94442118311865,0.007747669929479719,0.020770349172647758,0.07174672042780325,7028.290534325474,9.297203915375663,1.102559368581385,0.00010830253497166332,60.36061282420702,0.9049278477632312,0.5243647734878032
348,Missouri,Ste. Genevieve County,660,168529,255,27,147,224,182,56,24,19,334,21848,6796,354,32020.51,0.0010430814499831514,47.420731275048404,0.005527707085240054,2.5468676170367055,0.10088683784237042,13919.178676417085,6.633248502288065,135.1962226710318,0.0001522898916975401,119.54118157393495,0.6456361875560382,64.29779538177249
350,Missouri,Cape Girardeau County,1111,289758,261,86,273,380,233,82,57,14,296,37782,1090,1257,40566.12,0.0007296729388958077,64.7300998961695,0.015493224395135645,0.32243655543098526,0.07057396665000251,18999.914214127453,18.59186927416277,17.1160071507948,0.00010653224907878794,163.17573383897695,1.8096086093518433,8.140179538984748
351,Missouri,Boone County,1184,212732,180,115,443,345,204,42,35,20,104,22370,88873,1441,42546.4,0.0002444390124663896,36.54163454487336,0.01693445273865709,25.066186563375513,0.023642141285749204,10725.889852020382,20.321343286388508,1330.5967367391836,3.568809582009289e-05,92.11646578793975,1.977944079875148,632.8167682812176
355,Mississippi,Perry County,306,44051,144,18,114,106,59,5,4,26,2552200,7581,26,192,11453.26,22.283611827549535,46.00257917833001,0.008381893015613023,0.02724115230074232,2155.270935960591,13502.915327164492,10.058271618735626,1.4460511679644048,3.2534073268222325,115.96621398623623,0.9790051042236009,0.6877255907924905
357,Missouri,Warren County,568,127860,225,74,140,169,116,42,27,11,3552,13923,4166,170,14064.6,0.02525489526897317,68.80028582398361,0.006043541942181078,3.5544558679237235,2.4426534704150846,20194.616270636918,7.2522503306172945,188.68236565561764,0.003687214709270082,173.4361162066465,0.70588569884675,89.735200432291
358,Mississippi,Pike County,508,65839,130,31,166,200,90,20,1,30,1775494,16975,95,195,19751.7,8.989069295301165,59.72966883863161,0.0049362839654308235,0.057716550980421936,869.4227822415287,17532.161788605536,5.923540758516988,3.063786914544064,1.31240411711397,150.57033065508284,0.5765579671623202,1.4571024266265686
359,Missouri,Webster County,1837,265224,144,159,529,705,337,83,24,44,3510,81045,7840,2732,116698.56,0.003007749195876967,48.26646961196437,0.011705371514438567,0.8061796135273649,0.2909095022252203,14167.424173871554,14.046445817326282,42.794701151410955,0.0004391313825980373,121.67317231677923,1.3671873928864247,20.352676159842932
